text,sentiment,text_clean
"untuk spay nya sangat tidak disarankan untuk digunakan, karena tf ke salah satu bank saldonya tidak masuk dan tidak ada respon cepat dari pihak shopee, saya hanya disuruh nunggu nunggu dan nunggu, btw saya tf nya dari tanggal 9 sampai hari ini tidak diberi kejelasan dari cs nya",negatif,spay nya saran tf salah bank saldo masuk respon cepat shopee suruh nunggu nunggu nunggu ngomong-ngomong tf nya tanggal jelas cs nya
"saya sebagai pelanggan shopee mengucapkan terimakasih atas bantuannya, memudahkan kita belajar online",positif,langgan shopee terimakasih bantu mudah ajar online
sering belanja di sini hampir tiap bulan tidak ada kendala sama sekali,positif,belanja kendala
sangat berguna untuk belanja online banyak toko yang amanah,positif,guna belanja online toko amanah
memudahkan belanja dan sangat2 membantu,positif,mudah belanja bantu
sangad baik pokokx marketop blanjah di shopy,positif,sangad pokokx marketop blanjah shopy
tapi sayang spaylater saya tidak bisa digunakan,positif,sayang spaylater
sangat menyenangkan belanja di shoppe dan sangat membantu,positif,senang belanja shoppe bantu
banyakin discount nya.biyar sering belanja,positif,banyakin discount nyabiyar belanja
kocak jadwal penerimaan paket bisa berubah rubah,negatif,kocak jadwal terima paket ubah rubah
mantaaaaap,positif,mantaaaaap
"kembalikan jnt dong,sope expres lelet banget",positif,kembali jnt dongsope expres lelet
menurut aku enak berbelanja di shopy.,positif,enak belanja shopy
suka buangetttttttttttttt,positif,suka buangetttttttttttttt
Mantap👍,positif,mantap
aplikasi yang bagus serta ongkir murahhhh,positif,aplikasi bagus ongkir murahhhh
"knpa akun ku bebrpa minggu ini gk bisa co,ada tulisn plnggrn playltr ato apa pdhl aku gk pke,dn stlh tanya kebrpa temn juga mnglmi gngguan yg sma.udh di update tpi tetp gk bisa co.ini aku nld bru lgi.tolong sistmnya yg bner dong",positif,akun ku bebrpa minggu gk coada tulisn plnggrn playltr gk pkedn stlh kebrpa temn mnglmi gngguan smaudh update tpi tetp gk coini nld bru lgitolong sistmnya bner tolong
kecewa sama shopee baru kali ini dibatalkan sistem otomatis terus. padahal di alamat ini kami keluarga besar. ada kakek nenek sepupu om tante yang tinggal satu alamat tapi dianggapnya kami pengguna aktif hanya karna kami order di satu alamat. kecewa banget,negatif,kecewa shopee kali batal sistem otomatis alamat keluarga kakek nenek sepupu om tante tinggal alamat anggap guna aktif order alamat kecewa
asik,positif,asik
nice semoga shopee menjadi kebanggaan di hati rakyat dan menjadi penolong untuk rakyat,positif,nice moga shopee bangga hati rakyat tolong rakyat
saldo di dalam bayak dan saya di blokir akun saya gimana ni pengertian dan dana saya 1jt ilag lagi,negatif,saldo bayak blokir akun gimana ni erti dana jt ilag
untuk pengiriman pesanan sangat lama. sangat jelek,negatif,kirim pesan jelek
Shopee racuuuun,positif,shopee racuuuun
"Terimakasih Shopee,, 🙏🏼🙏🏼",positif,terimakasih shopee
l 9)di) di lagu-lagu ) l )l l )di lo l wl l 9 www,positif,lagulagu wl www
"bikin hidup lebih mudah,..mencari sesuatu yang syuuulit di cari di shopee dimudahkan...",positif,bikin hidup mudahmencari syuuulit cari shopee mudah
toko nya pada amanah,positif,toko nya amanah
"simpel,tak usah kemanaa mana barang bisa di pesan",positif,simpeltak kemanaa barang pesan
"jasa kirim SPX express terlalu lama di pusat sortir, terutama di pusat sortir Palembang. paket tidak segera dikirim kedaerah malah menunggu esok Hari",negatif,jasa kirim spx express pusat sortir pusat sortir palembang paket kirim daerah tunggu esok
"harganya lebih murah, pilihannya cukup banyak, selama ini no kendala",positif,harga murah pilih no kendala
aplikasi ini sangat bagus,positif,aplikasi bagus
belanja online dishope tuh banyak voucher dan diskonnya saya jadi banyak membeli barang dengan sangat murah sekali terima kasih shopee,positif,belanja online dishope tuh voucher diskon beli barang murah terima kasih shopee
"tolong untuk pihak shope di perbaiki utk metode pmbayaran spx instan nya, msa sya harus nunggu 2 sampai 3 jam lebih baru barang saya sampe,padahal dari pihak toko nya sudah langsung klik pesanan sya utk segera dikirim ttapi dari pihak shope nya lama mencarikan kurir utk mengantarkan paket saya,padahal dari jarak rumah ke toko t4 saya belanja itu cuman +- 30 menit,sedang kan saat saya pesan pakai pmbyaran instan nyampe nya 2 sampai 3 jam lebih,klo begitu trus bagus saya langsung datang ke toko ny",negatif,tolong shope baik metode pmbayaran spx instan nya msa sya nunggu jam barang sampepadahal toko nya langsung klik pesan sya kirim ttapi shope nya cari kurir antar paket sayapadahal jarak rumah toko t belanja cuman menitsedang pesan pakai pmbyaran instan nyampe nya jam lebihklo trus bagus langsung toko ny
marketplace yg bagus pesanan tepat waktu,positif,marketplace bagus pesan
yang yang ditua tutu rezeki kita TFF eww,netral,tua tutu rezeki tff eww
aplikasi aneh akun saya dibatasi tanpa sebab padahal saya ga ngelakuin apa apa padahal saya juga sudah checkout barang pakai akun yang di batasi itu,negatif,aplikasi aneh akun batas ngelakuin checkout barang pakai akun batas
"inti daripada initi penilaian ku adalah... SHOPPE IS THE BEST, CUSTOMER ORIENTED,FAST RESPON dan tentunya selalu memanjakan pelanggannya dengan harga termurah dengan barang kualitas terbaik. SUCCESS & GBU...",positif,inti initi nilai ku shoppe is the best customer orientedfast respon manja langgan harga murah barang kualitas baik success gbu
semua proses sesuai apa yg saya perlukan..makasih,positif,proses sesuai perlukanmakasih
apk Shopee nya bagus cuman jasa pengiriman nya lama semenjak pakek spx hampir 2 minggu baru sampe beda sama kurir sebelum nya bisa bantu di perbaili,positif,aplikasi shopee nya bagus cuman jasa kirim nya semenjak pakek spx minggu beda kurir nya bantu perbaili
Alhamdulillah paket nya sudah sampai pesanan pertama kali uji coba mudah mudahan cocok di muka ku semoga berlangganan nanti,positif,alhamdulillah paket nya pesan kali uji coba mudah mudah cocok muka ku moga langgan
SAYA TUNGGU PENGEMBALIAN DANA SECEPATNYA ! MAU SELLER ATAU DARI CS SHOPE SAYA TIDAK DAPAT JAWABAN YG MEMUASKAN . SETELAH INI SY PIKIR2 UNTUK BELANJA DISINI LAGI,negatif,tunggu kembali dana cepat seller cs shope muas sy pikir belanja
aneh masa iya ada pilihan pengiriman hemat mana sampe nya 10 lebih lagi dikira org ga mau dateng cepet kali pesannya di adain fitur milih jasa pengiriman masa iya 2 minggu masih transit,negatif,aneh iya pilih kirim hemat nya org dateng cepat kali pesan adain fitur milih jasa kirim iya minggu transit
membantu kebutuhan,positif,bantu butuh
"sangat membatu, sangat baik",positif,batu
"jujur gw lebih seneng plat orange ini daripada plat2 yg lain, karena free ongkirnya, jadi harga barang itu ada selisih kalo kita beli di toko2 sekitar kita, maju terus shopee dg free ongkirnya 😁😁😁",positif,jujur neng plat orange plat free ongkirnya harga barang selisih beli toko maju shopee free ongkirnya
pesanan selalù sesuai deskripsi dan terjamin aman,positif,pesan selal sesuai deskripsi jamin aman
pengiriman cepat banyak gratis ongkirnya mantaap shopee,positif,kirim cepat gratis ongkirnya mantaap shopee
Saya suka shopee Indonesia,positif,suka shopee indonesia
"nyantol di HP yg lama, complain gag ada penyelesaian, buat akun baru gag bisa karena nyantol dihp yg lama rusak.. tidak ada dari pihak Shopee yg bantu, sudah komplain tp tidak ada yg membantu",negatif,nyantol hp complain gag selesai akun gag nyantol dihp rusak shopee bantu komplain tp bantu
aplikasi yang bisa diandalkan dalam belanja online the best deh pokoknya...,positif,aplikasi andal belanja online the best deh pokok
aplikasi shopee untuk saat ini bagus Seharus nya shopee bisa lebih mempermudah lagi dalam berbelanja tanpa adanya pembatasan dalam gratis' ongkir dan voucher supaya lebih nyaman dalam berbelanja,positif,aplikasi shopee bagus harus nya shopee mudah belanja batas gratis ongkir voucher nyaman belanja
sangat bermanfaat sekali,positif,manfaat
Shopee membantu pemenuhan kebutuhan yang saya cari di jual beli online,positif,shopee bantu penuh butuh cari jual beli online
murah dan amanah,positif,murah amanah
gratis ongkir yg sangat membantu,positif,gratis ongkir bantu
Ada salah satu toko yang slow respon juga slow kirm paketnya,positif,salah toko slow respon slow kirm paket
"makin kesini makin aneh paket gk prnh gk di ambil paket gk prnh di tolak sllu di ambek , telat dtang itu dri sistem shopi atau kurir lahhh yg slah lalu sya lalu gk bisa cod memang stresssss",negatif,kesini aneh paket gk prnh gk ambil paket gk prnh tolak sllu ambek telat dtang sistem shopi kurir lahhh slah sya gk cod stresssss
Sekarang shopee sangat mengecewakan..banyak biaya admin..pengiriman lamaaaa..kok kalah sama tik tok,negatif,shopee mengecewakanbanyak biaya adminpengiriman lamaaaakok kalah tik tok
aplikasi yang sangat bagus untuk belanja online,positif,aplikasi bagus belanja online
good👍,positif,good
"bagus banget, pertama kali checkout dari shopee",positif,bagus kali checkout shopee
masih lumayan jalan di hp kentang sering perbarui sampai android hp ku mentok,positif,lumayan jalan hp kentang baru android hp ku mentok
"sangat2 membantu,,,",positif,bantu
spayleter nya gk bisa di aktifkan,netral,spayleter nya gk aktif
saldo saya kepotong gajelas,negatif,saldo potong gajelas
sejauh ini belanja di shopee tidak pernah mengecewakan,positif,belanja shopee kecewa
"sangat mudah digunakan,sangat membantu sy.trmksh...",positif,mudah digunakansangat bantu sytrmksh
aplikasinya ga bermasalah sama sekali tapi kurirnya kenpa ga prnh nganterin paket sihh malas bngt pesan di Shopee pdhl paling murah di Shopee tapi krna kurirnya ga prnh nganterin bareng jadi bikin males buat pesan di Shopee pengan bngt ngelampirin cht ke kurir buat nanyain paket nya ga di anatar,negatif,aplikasi masalah kurir kenpa prnh nganterin paket sihh malas banget pesan shopee murah shopee kurir prnh nganterin bareng bikin malas pesan shopee kan banget ngelampirin cht kurir nanyain paket nya anatar
sebenernya nyaman dengan apknya ntah knp bnyak kurir jdi free line dan brang belum smpai tngan sttsnya pembeli menolak....mna ada bukti fto brang tp q gak menerimanya....,negatif,sebenernya nyaman apknya ntah bnyak kurir free line brang smpai tngan sttsnya beli menolakmna bukti fto brang tp q terima
asyik,positif,asyik
enak sih ga repot cari barang nya terima kasih,positif,enak sih repot cari barang nya terima kasih
"aplikasi nya bagus, aku suka belanja di sini aku SDH jadi pelanggan gold, cuman knp obat methylprednisolone yg sering aku beli di shope di batasi 😣obat itukan hidupku 😭pliss kembalikan shopee seperti dulu🙏",positif,aplikasi nya bagus suka belanja sdh langgan gold cuman obat methylprednisolone beli shope batas obat itu hidup pliss kembali shopee dulu
"Shopee anjjjjjjj ga guna tlollll bego lgi maen game eh malah kepencet notif Shopee emg anjjjjj mending lu hapus aja dri PlayStore masih mending tt shpo, tokped, ama lazada shope anjjjjjj",negatif,shopee anjjjjjjj tlollll bego lgi maen game eh pencet notif shopee anjjjjj lu hapus playstore tt shpo tokped ama lazada shope anjjjjjj
kerren,positif,kerren
"Tempat berbelanja langganan, paling lengkap, murah dan banyak promo.... 👍👍 Cuma 1 masih mahal ongkos kirim ke Merauke, Papua Selatan.",positif,belanja langgan lengkap murah promo mahal ongkos kirim merauke papua selatan
shopee ini sangat download sekarang,positif,shopee download
"aplikasinya baguss cuma dari pihak ekspedisinya lemot, ada beberapa kurir yg suka menunda pengiriman. mohon di crosscheck",negatif,aplikasi baguss ekspedisi lambat kurir suka tunda kirim mohon crosscheck
mantap boss Q,positif,mantap boss q
"senang belanja d shopee,keren",positif,senang belanja shopeekeren
Sangat bagus 😚👍👍,positif,bagus
Aplikasi yang sangat bermanfaat,positif,aplikasi manfaat
"barang yg di jual harga murah, kwalitas bagus. bila terjadi komplain, di respon cepat",positif,barang jual harga murah kwalitas bagus komplain respon cepat
shopee sukses selalu,positif,shopee sukses
makin gk jelas setelah update aplikasi. notif update delay mulu,negatif,gk update aplikasi notif update delay mulu
Nyesel kenapa dari dulu gk download shopee Ternyata sangat membantu ... banyakin gratis ongkirnya ya .. 😁😁🙏🙏🙏👍👍 paling ok di antara yg lain ❤❤,positif,nyesel gk download shopee bantu banyakin gratis ongkirnya ya tuju
Cashbacknya kenapa jadi berkurang ya. Padahal saya hobi bgt belanja tp sejak berkurang jadi ga semangat lagi karena harga bersaing,negatif,cashbacknya kurang ya hobi banget belanja tp kurang semangat harga saing
"aplikasi ini memudahkan saya untuk berbelanja dan saya juga cukup puas dengan toko""nya",positif,aplikasi mudah belanja puas toko
trimakasih shopee semoga sukses selalu dan selalu amanah,positif,trimakasih shopee moga sukses amanah
Okeh,positif,okeh
aku tambah bintang nya,positif,bintang nya
barang sesuai diskripsi,positif,barang sesuai skripsi
sangat membantu dalam segala hal,positif,bantu
lsp7lo hlr wux📲,positif,lsplo hlr wux
Pelayanan yg bagus dan mantab,positif,layan bagus mantab
"kesel bgt SM shopee,co dibatalin Mulu,chat cs ktny srh co tanpa voucher,trs guna ny daftar VIP apa dong",negatif,kesel banget sm shopeeco dibatalin muluchat cs ktny srh co vouchertrs ny daftar vip tolong
gg Mayan lah,positif,gg mayan
selalu puas belanja di shopee banyak voucher nya jg pkonya syukaaaa 😍,positif,puas belanja shopee voucher nya pkonya syukaaaa
"senang belanja diaplikasi shopee,tidak ribet,belanja dimanapun dan kapanpun bisa tanpa harus datang ketoko,tinggal pesan barang datang sampai depan pintu.",positif,senang belanja aplikasi shopeetidak ribetbelanja mana ketokotinggal pesan barang pintu
lanjutkan dan tambah berkembang.,positif,lanjut kembang
sippp pokok e,positif,sippp pokok e
bagus bagus,positif,bagus bagus
"oke, pesanan selalu ready",positif,tuju pesan ready
aplikasi kentot inimah,negatif,aplikasi kentot inimah
"sangat bagus,belanjan lebih asik dan mudah apalagi dengan paylater..hehehe",positif,bagusbelanjan asik mudah paylaterhehehe
memuaskan dan terpercaya aplikasi belanja ini...jika barang tidak sesuai dengan yang di pesan pengembalian dana juga cepat sat set gak pake drama...thankyou shopee the best,positif,muas percaya aplikasi belanja inijika barang sesuai pesan kembali dana cepat sat set pake dramathankyou shopee the best
Terbaik dari yang lain,positif,baik
barang pada murah dan bisa cod,positif,barang murah cod
"kenapa sih mau membatalkan pesanan saja dipersulit. Tolonglah kalo kita udah cancel itu pesanan jangan lagi dikirim. Mempersusah sekali, tolong fiturnya diperbaiki",negatif,sih batal pesan sulit tolong udah cancel pesan kirim susah tolong fiturnya baik
"suka banget sama app ini karna gak perlu beli jauh-jauh lagi, karna bisa pesan lewat app ini.",positif,suka app beli jauhjauh pesan app
"gillsss, mau return barang tp ada biaya adminnya .. dr harga barang 73.091 kembali uang jadi 71.000 parah siiii",negatif,gillsss return barang tp biaya adminnya harga barang uang parah siiii
Berbelanja lebih mudah,positif,belanja mudah
"aku suka belanja di shopee selain murah, promo dapat gratis ongkir penjual amanah",positif,suka belanja shopee murah promo gratis ongkir jual amanah
shope betul memang mantap,positif,shope mantap
"tolong kasih nama kurir dan nomor hp kurir yang mengantarkan paket nya, paket diantarkan tapi gak tau siapa yang mengantarkan , di jasa kirim jnt dulu lengkap bisa di kabarin dahulu kurir nya kalau gak di rumah , jangan² spx kurir nya ilegal jadi gak terdaftar",negatif,tolong kasih nama kurir nomor hp kurir antar paket nya paket antar tau antar jasa kirim jnt lengkap kabarin kurir nya rumah jangan spx kurir nya ilegal daftar
pengiriman lambat tidak seperti dulu,negatif,kirim lambat
"ngelag hhu🥹,mantap lah",positif,ngelag hhu mantap
"jangan harap pesanan cepat sampai.. kalau belum waktu estimasi, paket gak akan diantar.. nanti pas estimasinya baru diantar..",negatif,harap pesan cepat estimasi paket antar pas estimasi antar
"senang belanja di sini,banyak ongkirnya",positif,senang belanja sinibanyak ongkirnya
